id,age,education,education_coarse,condition,extr,extr_prctl,extr_type,extr_pro,extr_pro_c,ATI,ATI_prctl,ATI_type,ATI_pro
OAP1uaZ-7WZxjwTq1m8cd-5dC0L_dhEnuL38oJRnJLoMWaRnGUqA2j7PvFBTHoTR,37,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.875,0.7480858229697425,extr,0.24808582296974246,-0.0019141770302575356,4,0.8550040836957316,affine,0.35500408369573155
oc8amr6aZBXGdozvSdr8PRrpXY0WusOYIBTIz6uxLQtmDJX4VbH45cJ7dHPyvn_w,22,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.125,0.43971753917285583,intr,0.06028246082714417,-0.18971753917285583,3,0.45832630776244876,non-affine,0.04167369223755124
oGY8cYRp1wMtExx9Ih47smYLp1zXWu6nY5_mk1mkmRAsFGiMGIwxsW6IrXZEMch6,30,College/A levels,College,inoculation,4.625,0.9324702538196343,extr,0.43247025381963433,0.18247025381963433,4.666666666666667,0.9666234924151828,affine,0.46662349241518275
ojKpHHi_GdpCxGEl32XazmbgBA1N1KYk27xt_FBc0h6jpUXnT4wS5kf2mQWwB54q,29,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.5,0.5912529568183096,extr,0.09125295681830958,-0.15874704318169042,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
okIEwJufwlQqNSbp7rAcB_9vCNSlsaGBv0p9BU2xzVMH8aYHv7v1W5gJ-JxQHmUq,26,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.125,0.09642438815682862,intr,0.40357561184317137,0.15357561184317137,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
oRHpoInJsyPKuhU9O2XlHrDVusshP3W9ZmEv__i21h1fQh_tm9SQaXMn82deDvPJ,24,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.25,0.1235742184258305,intr,0.3764257815741695,0.1264257815741695,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
P41_ZrfRs0ax7gtYn3xu0Vxmf_W1zRTxlMXixJeN9oiEhJTgY81oKEdQVxR63aGX,31,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,3.25,0.47342353569963486,intr,0.026576464300365144,-0.22342353569963486,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
p4DYyl3fYsZnTdcr0cE-BLeZq7ydyfrFmYKs0SxtnVoTxDtNGHvj7MbOx3Di0uK3,38,College/A levels,College,control,2.125,0.10976519994893277,intr,0.39023480005106725,0.14023480005106725,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
P7YdZBCWumFynIh8HOhpC3J880A0zgqTkcqwP6E4M9IGpJzzkd6YQDjLh2DdyG2M,32,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.625,0.6550078620232191,extr,0.15500786202321915,-0.09499213797678085,3,0.45832630776244876,non-affine,0.04167369223755124
p8Se5mWhB5b-4fxZWAUQR8YM6JYdNegxLs_vAE-8X-o3wEhqh8qRyXsZNLxWeNMJ,32,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,1.375,0.01661830093756065,intr,0.48338169906243933,0.23338169906243933,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
pdfmCaC8xNyGmL7VFT0NG4T4arPntyHvWPpmvXptzjMrWzfADViEWbsHGS2jxKhX,35,College/A levels,College,inoculation,4,0.7823692392939845,extr,0.2823692392939845,0.0323692392939845,3.888888888888889,0.8235400564360852,affine,0.3235400564360852
Pe8VwIAw6ihG8RKJlGeykBCTN1cwXZehjJ3n5wXKmb-i_p_pebz7z9TTGqk6_PPn,31,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.125,0.4185690487907757,intr,0.08143095120922428,-0.16856904879077572,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
peDnOZ1jtFvaMXyWXb4lQYfnWa1rCuLFnptAWJxyiaw-zRG05Ph_6UB0hh18o3rY,30,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,4.25,0.859433530548471,extr,0.35943353054847105,0.10943353054847105,3.888888888888889,0.8235400564360852,affine,0.3235400564360852
pG0Kdl7c_2SypCozfdLGoqjhp03M5atiPlQ009giVh_Qu4u8vuhnAO9ZMYdEYtpN,34,Doctorate degree (PhD/MD/other),Graduate/doctorate degree,inoculation,4.125,0.815367094626214,extr,0.31536709462621404,0.06536709462621404,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
PgMkguqBngtrGEaBBuexrdaYEofuJFU9pecsxrAzMUorfcs82T2Vz3vTUQ-GJDxc,31,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.375,0.14942820724727512,intr,0.3505717927527249,0.10057179275272488,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
PJxvbpne-ZTupKZippsNLjkq4-a90Pp4ok4hK8Gt5cnY_xeuSweY83XogkXaMzqx,31,College/A levels,College,control,2,0.07275776092547627,intr,0.42724223907452374,0.17724223907452374,2.5555555555555554,0.26715276869871313,non-affine,0.23284723130128687
pMmrelWVI2XelGIEeWE-r2mXFSivJURCw5GReuyM1sqmySpXiZqXKmFoWgA08VLU,35,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,3.875,0.7398415997463166,extr,0.23984159974631658,-0.01015840025368342,2,0.10249866995949809,non-affine,0.3975013300405019
pudKW3Wu3htvzMPqwbvayM6A48ZZELlWI0TUqrEitqxDSOa-hf1xzA2VG3LnpNnd,27,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,1.5,0.02522998813244468,intr,0.4747700118675553,0.2247700118675553,3.111111111111111,0.5097921732922717,affine,0.009792173292271666
PW9s7cmt0lXDUmSndtQPtEmHrboDgBRy_Cf-AljYsJYlNx0GvNuJRvGMzlspXuiL,27,College/A levels,College,inoculation,3.875,0.7433945360620126,extr,0.24339453606201256,-0.006605463937987444,2.111111111111111,0.12750953606128893,non-affine,0.3724904639387111
PxTx_6T4Z7e0sCay9tfMbmcT6QMQYGRDApgmZNKgKpRo4d5EbD9wqrepy_97-Icf,28,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,4,0.7798655251438135,extr,0.27986552514381347,0.029865525143813465,3.111111111111111,0.5097921732922717,affine,0.009792173292271666
Q-FRBG96A0zd43VepRFQ7SCmQ8aqOrYSNb0LNOEgznA_eTwBFYSsaJFoDNM9IBgF,29,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,3,0.3749840910772862,intr,0.1250159089227138,-0.1249840910772862,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
q29w0oCj_RxzUBIHiPycFg6DqYZxx8bTGNEoM6KwJ7DAeqwYKbCRKbniuQZ4SBdI,28,College/A levels,College,control,3.625,0.6421196945326565,extr,0.1421196945326565,-0.1078803054673435,2.2222222222222223,0.15647678378182311,non-affine,0.3435232162181769
Q53wFgBRJlan6ltTCC6AgU6qZNtiffdy2TOzwsvbYu9usDIZuLkSrFMki6ioy0Yb,29,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,1.375,0.017671976267041065,intr,0.4823280237329589,0.2323280237329589,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
Q9c7xl_4Ji3tERzB0HVahMM8zmKgSBvWM3BI2-ttRdF2bj0-zS-J3R-e1RtEBK7m,30,College/A levels,College,control,1.875,0.05924876845375922,intr,0.4407512315462408,0.1907512315462408,4,0.8550040836957316,affine,0.35500408369573155
qaaN8fLHdEGuexUIxevG-hEBhEsyC1KMIe1i6nQo2SEGpHu9-F9mofy2mv9bVLQR,32,College/A levels,College,control,2.875,0.3285862824492562,intr,0.1714137175507438,-0.0785862824492562,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
qDEHrnv8mV_kUAAw0b5W9Uskgqu2bR1ePKAggMiiil0x_wX7dszXea9-v0ouFic1,33,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.125,0.8264469685938788,extr,0.3264469685938788,0.07644696859387878,2.2222222222222223,0.15647678378182311,non-affine,0.3435232162181769
qF24_YC2DlKaJvgzvvqtz61OM1fetstlDTGWQkW61eH9djjVo641BpoKvuoVy4wC,27,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.375,0.1599884158869977,intr,0.3400115841130023,0.09001158411300231,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
qIQM_rWTeWZEHHkt0wGImH2XHDDvTDKL3fA5QJJCYJXp4TuCezwPGa3XWvGoKSaQ,39,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,1.375,0.020751898708674058,intr,0.47924810129132595,0.22924810129132595,2.111111111111111,0.12750953606128893,non-affine,0.3724904639387111
QmWqlzQ-3_F-HN6tifXdKLkpGzkUB_xOYvfSmvEyVps23UcJccsZBpT6azjtiEH8,20,College/A levels,College,inoculation,2.375,0.16547000377783586,intr,0.33452999622216417,0.08452999622216417,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
quvjb9OM3RBGvEn9VMk55JYdozdv2wfAz8hF6JH941zUxE6CxBLSRwZaeCsL6iiT,30,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.5,0.5965566880740971,extr,0.09655668807409712,-0.15344331192590288,1.7777777777777777,0.06352488387403976,non-affine,0.43647511612596024
QVji1lKQYo-cPxBH7myfCsmGQhGx9a64Q9aLB0sGJA8LHqfzf5CRSeKNmmgTg246,33,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.75,0.7028477592643985,extr,0.20284775926439846,-0.047152240735601536,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
R0WogMLfYFd_uWbyGqwpiauHtS1Vn3rMFzg54Q70e2ChUiVSlK_GX7OhIiDqD1hd,28,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.625,0.9266221759548912,extr,0.42662217595489116,0.17662217595489116,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
rB1P6N_e7x4t7QpnE_NT0AXfq1ihPCs3ByE-i-8TykxySQAMbhEYhUDFpS6mOOG3,25,College/A levels,College,control,3.875,0.7326604201336635,extr,0.2326604201336635,-0.017339579866336496,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
RGtNGTWTbypTPDhb5rf0_uokWwL4M2P6_Gn-Fl_xOp3nhTCg16umTzOWjbWf2bMv,23,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.875,0.3164930616610552,intr,0.18350693833894482,-0.06649306166105518,3.5555555555555554,0.7058646369425364,affine,0.20586463694253643
RK75b0qfYf0TR5G5liYebcYxyTWurZBSsgqKktTgM3UEUn62B_1YGneiMnjpU6tb,25,College/A levels,College,control,2.25,0.12204286086888153,intr,0.3779571391311185,0.1279571391311185,3.111111111111111,0.5097921732922717,affine,0.009792173292271666
Rp59m-YyRJiPkPUr1cvsJUneTDXl1kJ0v1mQT1qokp-Geebao7psbrLgXp0Mo08A,32,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.625,0.23431218723134398,intr,0.26568781276865605,0.01568781276865605,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
RqcMlDyKzsqzPZh8Y5CRAbWpFgUbKFCK4zttsS9aD90gHQOqTMC77SPhe1x3ZCo7,39,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.375,0.17372153826334583,intr,0.3262784617366542,0.0762784617366542,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
ruE6GOKNy5WZAgzozMFsMGNo5zslalxpGnm_QNhcIiJ_Hd9nhq5FE17xk6Jtuk8L,35,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.125,0.4280587217427359,intr,0.0719412782572641,-0.1780587217427359,2.6666666666666665,0.3112719958575155,non-affine,0.18872800414248447
rwnCDbKdeo8DoVMK7NpMCBVX0FC15xAmcRtL2e5Qqab_q6zfcGGW08uVTgbqYjM6,36,College/A levels,College,control,3.75,0.71241017293393,extr,0.21241017293393005,-0.03758982706606995,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
ryH_Pkztw7NQa68VTXUv6ViVX5GnkjXapJoldHATk94Rn5CSnrgmyXOJWOkOeBA3,38,College/A levels,College,inoculation,2.625,0.2507211179573997,intr,0.2492788820426003,-7.211179573997084e-4,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
s5irpiBFtP2UADETOJg16oj1ZRSw-8mfI_c6aPBxk-VS9RIPqRs6DxqxAJKarD9b,30,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.375,0.15731470622550509,intr,0.3426852937744949,0.09268529377449491,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
scFdUk7hyUD9y4r9t-iEJQaHJ4piYNNUJr1pl4qTY7wko6Q3WpdluQ9ssS9fPMnu,29,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.875,0.32417918494169373,intr,0.17582081505830627,-0.07417918494169373,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
Sdjbe9vQndOQGCQh3fINACxTXWTChnnu_nrrl10AQii1O66UCWTwtjqyc-5PWQuA,34,College/A levels,College,control,4.125,0.815367094626214,extr,0.31536709462621404,0.06536709462621404,2,0.10249866995949809,non-affine,0.3975013300405019
SdPXsbvBEjr9-qXjBBKZCeWkeZnD8JZ_ej_GAWkKn32Zzw6hj79vOUFCea2toVbi,39,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.25,0.14075731625501128,intr,0.3592426837449887,0.10924268374498869,1.6666666666666667,0.04895831793880404,non-affine,0.45104168206119594
SGPYkQEIe_rjy-7kmwnLGiBodvWhMMANAAtLeCy2c04FoSLRsH8p8bpCyxwNlWOl,31,College/A levels,College,control,3.375,0.5287874697124002,extr,0.028787469712400204,-0.2212125302875998,3.5555555555555554,0.7058646369425364,affine,0.20586463694253643
sGz_8BADvUK_gopPr5ADktcTINz1F-IUsOD48LGogPBxVBOIsHwp_HEpRVHufhXY,23,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.75,0.6934375706425553,extr,0.1934375706425553,-0.05656242935744471,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
SiHZTdYAJ-aoTufcI3nHEQuZOcCaD6smYWPe2i8x6mkxrl3MHnHf7A3MXOQaDIlb,31,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.875,0.7349252372010482,extr,0.2349252372010482,-0.015074762798951813,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
SSj3qbmzpUqfnRXRosPb3P2wcw3uMDWa55L4RHcUp-oJdgx87hAx0-uYyEND3ff_,31,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,2.25,0.11944260504427955,intr,0.38055739495572044,0.13055739495572044,3,0.45832630776244876,non-affine,0.04167369223755124
SThgNHh866XLDaaK3E8p4bbanK7YuFPlEcelMg2UQ_KY-Fk2EqMz6nqPvq-Vg2_o,32,College/A levels,College,control,3.5,0.6019612964295257,extr,0.10196129642952567,-0.14803870357047433,3,0.45832630776244876,non-affine,0.04167369223755124
sXqRph41GJ3Mmu_ifCqzZlbE4FzU_9vhn6zxzrEAZVk9w7LqzPlIidyy9BV-3AG4,34,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.125,0.42958950275715707,intr,0.07041049724284293,-0.17958950275715707,2.6666666666666665,0.3112719958575155,non-affine,0.18872800414248447
t7xUkDc4V1BB0GlqmuIp60jnxkYo-Js2SupI5yvwPpYc4NRxdqSHcQ4NZFJir8xV,22,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.75,0.7090329485260027,extr,0.20903294852600274,-0.04096705147399726,3,0.45832630776244876,non-affine,0.04167369223755124
Ta-qeFyt4R6Uj2BQ9kSy_7ed1MV15QTCu7BqC_RZ_bZaEYcvtBSkfvEe5RgsZiWR,36,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.375,0.5589673716158918,extr,0.05896737161589183,-0.19103262838410817,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
TdFECWLc1NXzwQ1GVM96PJu8kKSBu9BJTzu6w0KYd8_tLoAeiqQvRybolYqT0WS1,26,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,1.75,0.04323813274683282,intr,0.4567618672531672,0.2067618672531672,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
TuQjepyNMWwbvs6GuPGJteyjBKxN-A0Bf90POBjIMr2_d1PHxQcchIYhgueZRVi2,31,College/A levels,College,control,3.75,0.6875398187706775,extr,0.1875398187706775,-0.06246018122932251,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
tyPs31ZiSuO6cvKhzlEF0FXIpw9YWul6TGzWZRZKW35OofqTLZWU209DaoYeGvNi,26,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4,0.7758468666361853,extr,0.2758468666361853,0.025846866636185295,4.555555555555555,0.9558220062871597,affine,0.45582200628715974
u1B2ApD8ufhgZmOfUKwjOL_c2F_pffadmsoy5rJ4vsg2S9a0dJvqgH3WRZDbEz6n,27,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2,0.0797739946633778,intr,0.4202260053366222,0.1702260053366222,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
U21w3V1swfe0mS2uHDkhU6FohlDSGhNufxRjpwlZzAhlA2eF2GAzTgzauCCsOcho,39,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.5,0.21121927375888588,intr,0.2887807262411141,0.038780726241114116,1.6666666666666667,0.04895831793880404,non-affine,0.45104168206119594
uCqwmitv2owcooWVe9LEun_S-EsD6bCVevk5F_SxMcYigsP2V7nqtT0yG90iOxFY,40,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.625,0.22409770974953258,intr,0.2759022902504674,0.02590229025046742,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
UpOefzSv2F_rzQxH4-9D3K2TMQU6kf9uAit576O4wx4ZNnXHrdqnWk__shIE2_K-,32,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.875,0.751676619637351,extr,0.251676619637351,0.0016766196373509956,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
UPRqRYRtSvsvVJAHGIRAKJh3pICDH8D9tyFuIiN2NUblurwdQbR3YxaALo6sj4Gn,33,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.375,0.549738224830113,extr,0.04973822483011303,-0.20026177516988697,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
UQgkdmPrzNJo1LZFPTlfVZJyTXEDjvUf45GK_VZsKFeRpT-GFTUjaepe8TqV03aX,25,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.75,0.26915037450936147,intr,0.23084962549063853,-0.019150374509361467,2.111111111111111,0.12750953606128893,non-affine,0.3724904639387111
uQk11fhRaNaBbGuwYHpVRtbpRHLDixnPIL7ft04XEszjdfl-t5C5kr-87qUs3ZAQ,32,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.375,0.1572996863188498,intr,0.34270031368115017,0.09270031368115017,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
UT-YrihNOZTsjKtLWnZIWqhyQjievLQ4DCRbsM3o5Rbh4zEfIuTJKq0iW7X4lXLJ,33,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.625,0.24502874409314518,intr,0.2549712559068548,0.004971255906854821,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
Uw8ZPpvKzc11Zb2T0zAB2liDO4PCXalb3kOsKvK46tgS9w4LKVfhEZH_vRoHN2s4,25,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.375,0.5284716645164785,extr,0.028471664516478534,-0.22152833548352147,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
UZ614p24AvH_OMqptG7KG6UdlkR_6wo1IokJQ--d-_WzY3YUQHUfDn-Sb472Ns9U,32,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,1.375,0.01661830093756065,intr,0.48338169906243933,0.23338169906243933,2.6666666666666665,0.3112719958575155,non-affine,0.18872800414248447
v-djX2pXfFlN-DzzjwHgIZJxJ-o7ua18fVn0NjhL6ypDAQcQ3jVt8B3tOqmJJrAL,29,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,3.875,0.7398415997463166,extr,0.23984159974631658,-0.01015840025368342,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
v8UhFKLiQ4ewqm6jo_1km4mv-yDNyxlLl5StYYNLFwHj4V3UoXGO8QslZmxQ3z7b,30,College/A levels,College,inoculation,3.125,0.43163141404555094,intr,0.06836858595444906,-0.18163141404555094,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
vNZNdCZY5ic6M6iJOxGzlh0PfMfrMW6lbER4RNNjZ-DO6DTHA76IZ_ByxlHS8fot,40,College/A levels,College,inoculation,3,0.3680288050724678,intr,0.13197119492753218,-0.11802880507246782,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
vq09HREqP8XAqIxVzmqpSQ8lXnazMiTpYadfiR2D1UR0r4DVvf506vX5y1i1G57y,38,College/A levels,College,inoculation,2.75,0.29690142860385127,intr,0.20309857139614873,-0.04690142860385127,4.555555555555555,0.9558220062871597,affine,0.45582200628715974
VsqLWa6acaL4cHZrBllxM2IL-SK0ml2upn3KkAuNLjllJ9cKaYLVtViVmp8pMSqM,34,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,2.625,0.23728791133221758,intr,0.2627120886677824,0.012712088667782395,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
vXsjWV2C0WdO-zQnU81O6azccyZzobncDRmDlzeJg79g9jB8-8BiDWcfRBn8bJCR,39,College/A levels,College,inoculation,2.75,0.2989327447218728,intr,0.2010672552781272,-0.04893274472187281,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
VXX1T3qaLeyfRGfX6qxwK911RDCKGre9foiNokMtYfV3jV0MWeYlJLYrodEU1rXK,27,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,3.25,0.4868504386124467,intr,0.013149561387553299,-0.2368504386124467,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
w-bMHXjnL8lSxwABqmppU6ryIPdTkS9hGUbmS6THmLCJVL2kdZRiIvmq6JNXIe0C,23,College/A levels,College,control,2.125,0.09338000061513851,intr,0.4066199993848615,0.15661999938486149,2.7777777777777777,0.3582841048572582,non-affine,0.1417158951427418
waiA-OWalNHIo3k8g4ajPTG2YTSpQzVIbElAzUuHQWscveL8mMhe1WnSNB4ofEzf,23,College/A levels,College,inoculation,4.125,0.8230279820702789,extr,0.32302798207027894,0.07302798207027894,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128
WCpQeV-EnBltSQB0hjWCDNjatafFmN9QLZAcqDjof5rRF8rnbv3FQGbGxjT1su4V,27,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.75,0.2801427206290089,intr,0.2198572793709911,-0.030142720629008912,2.6666666666666665,0.3112719958575155,non-affine,0.18872800414248447
WDV9GKVQUACgZyTJvnPWr7z0IrK7bIHZtFjezaQ4E32ED3wZg17w6QmjH4Yx-b6a,22,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.5,0.6062902057287619,extr,0.10629020572876191,-0.1437097942712381,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
wkMsJe6_UJkFOfMneUWjaDhNk8NGDedCpo53tLNbPLhmYLUOlljjHKj-AbzNWKCS,26,College/A levels,College,inoculation,1.25,0.011795170339536155,intr,0.48820482966046386,0.23820482966046386,2.111111111111111,0.12750953606128893,non-affine,0.3724904639387111
wLMjWELFe5mqJfcV0U9ShxmJtdFFUmjXaWRtY2kFhVqcUJIazPOp-AbOrdKMqWDK,40,College/A levels,College,inoculation,2.5,0.18435924869138431,intr,0.3156407513086157,0.06564075130861569,2.5555555555555554,0.26715276869871313,non-affine,0.23284723130128687
wlXeaO-iAEv4jGCFc31-4OwOkbNDgCd4e8jdiG8rmdwCkMhHQtvT1Ydl-IX_efZO,26,College/A levels,College,control,3.375,0.5284716645164785,extr,0.028471664516478534,-0.22152833548352147,3.5555555555555554,0.7058646369425364,affine,0.20586463694253643
woH-VZsIxHRdpbpgNKGTvefCTvll5jIKKIB5Vce-HGI48PVx51LOozEl3VxW-_pX,34,College/A levels,College,inoculation,2,0.0827061277710377,intr,0.4172938722289623,0.1672938722289623,3.5555555555555554,0.7058646369425364,affine,0.20586463694253643
WrSsPys5FqKFfGtemysquhMFyckiWzXLcOXY_esLghlW1mXlqf6L7IxxR81lz9Mh,32,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.875,0.3285862824492562,intr,0.1714137175507438,-0.0785862824492562,1.8888888888888888,0.08126080329148719,non-affine,0.4187391967085128
WVCbVdBAo8dwzbrilouPhd1T0-yz_fdPjSBG7rETI4ZzGnQB3zMbeezw2s56U9VC,37,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.625,0.6542200793245094,extr,0.15422007932450943,-0.09577992067549057,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
WwaSbyyMRaEDgHVKTghEMZSIQzBMJyNHCPG8me8Fl5vlfILOLrxAlo06nm1lHGIl,30,Doctorate degree (PhD/MD/other),Graduate/doctorate degree,inoculation,2.625,0.23337481494549728,intr,0.2666251850545027,0.016625185054502722,4.111111111111111,0.8824529363865857,affine,0.38245293638658573
WYmkJNGYA4K32woh86UGFUOQHfp9FJOX6z3f7sJVFHKXPKvR6OPpu0Jsh7rVtXKR,21,College/A levels,College,control,2.125,0.10564977366685524,intr,0.39435022633314476,0.14435022633314476,3.5555555555555554,0.7058646369425364,affine,0.20586463694253643
wZm9zECsG-paHy_fhLfgowaqDwkRiiGG8r-nqzbC4EXas3nsUgt5z56zSTxuWFf-,31,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,4.625,0.92800752426878,extr,0.42800752426877997,0.17800752426877997,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
x3qrcMf5Jis8-Qk9xN1-wYM9JtG6ivwZto427p1YHLMmk85TaTAbbTMAWImZNcV9,28,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.625,0.23489336904888528,intr,0.26510663095111475,0.015106630951114752,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
x8Q55Vd-kuXhkQMwOJK5Xxrjigk29XJazyyv5nrlEv4VFLbGNuFbIqCnBBVinaR1,32,Secondary school/GCSE,Secondary school/GCSE or less,control,1,0.005377472760044612,intr,0.49462252723995537,0.24462252723995537,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
x9csBltjCyTN5MJ12KK0f_Us-fOb6buGzunGgaUUkO0C4lh0cguTYjHm7Pni_ILh,35,College/A levels,College,inoculation,2.75,0.2764545386971833,intr,0.22354546130281672,-0.026454538697183283,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
Xf4ETHpfqfw_eMXHsU4HyPm1kuFRWLljclHn9X-9R9VWAwHdpKcEjc9ig11fQHDf,24,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.625,0.23087902490546883,intr,0.26912097509453115,0.019120975094531145,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
XFkZbAq3J6H7znsNtb-fJrYNtRXScFMQG5aRKhCmTC2Jw1lyI2bEuNYBesyu29bU,35,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,3.125,0.4280587217427359,intr,0.0719412782572641,-0.1780587217427359,3.6666666666666665,0.7487440315963316,affine,0.24874403159633163
